author,rating,comment,date
Govind Narayan,3.0,great collection wine combined good italian food,3 years ago
Karuna Chandaliya,3.0,nice place want visit,7 months ago
Aaryan Parida,5.0,good food,7 months ago
Sameena Begum mulla,4.0,good,7 months ago
Zubair Khan,5.0,good food,7 months ago
Avinash bonthu,5.0,good food service atmosphere food service atmosphere,7 months ago
sindhuja bhupathi,5.0,best food food service atmosphere food service atmosphere,7 months ago
Manohar Kumar,5.0,nice food food service atmosphere food service atmosphere,7 months ago
Abbas Sk,5.0,good food service atmosphere food service atmosphere,7 months ago
md nazish alam,3.0,nice one food service atmosphere food service atmosphere,7 months ago
Manju Sethia,5.0,superb food service atmosphere recommended dish antipasti bruschetta al pomodoro rondelle di potate fritte funghi pizza pesto food service atmosphere recommended dish antipasti bruschetta al pomodoro rondelle di potate fritte funghi pizza pesto,3 months ago
Nilesh Lodha,4.0,great pizza great location good ambience,4 years ago
Nikhil Aher,5.0,good,7 months ago
Narayan Thorat,4.0,good,7 months ago
Sanjay M,5.0,good,7 months ago
Seenu Sharma,4.0,good,7 months ago
Ajith Kumar,5.0,nice,7 months ago
Soumitra Deb,5.0,best authentic pizzeria town,a year ago
Dr A J,3.0,service ambience good food great,3 years ago
moiz chunawala,4.0,one favourite place authentic italian pizza,6 years ago
Rushd Mowjee,4.0,great italian one city best italian restaurant,5 years ago
Anandi Mukherjee,5.0,best pizzeria city great food,3 years ago
Bhaskar Chakraborty,2.0,popular food available price high,3 years ago
Arnab Banerjee,1.0,costly one plate potato fried chip r le option food,5 years ago
Amit Aggarwal,2.0,poor pizza decent dessert overpriced,11 months ago
Aniket Kislay,5.0,conventional pizzeria great pasta quiet ambiance drink one cool,4 years ago
Sadhna Bhatia,5.0,excellent experience yummy food good ambiance,4 years ago
Arijit Kayal,5.0,loved brand pizza food service atmosphere food service atmosphere,8 months ago
Dilip Chopde,5.0,nice experience,2 months ago
Sanketh RB,5.0,wonderful food service atmosphere food service atmosphere,4 months ago
navjot singh,5.0,good food service atmosphere food service atmosphere,4 months ago
INDRA NARENDRA,5.0,nice place nice staff food service atmosphere food service atmosphere,7 months ago
Varnika Chabria,4.0,ambience family friendly food really good,6 years ago
Krish Ajmera,5.0,great quality italian since opened got ta liit,4 years ago
Aparup Das,5.0,one better pizzeria kolkata delivering authentic taste,3 years ago
amit jha,5.0,must visit place pizza pasta amazing tiramisu,4 years ago
Uddipan Dutta,4.0,today se late lunch son good food cheer,6 years ago
Suchira Sengupta,3.0,three star hospitality ambience,a year ago
Poonam Saha,4.0,food good enough loved ambience,5 years ago
ASHISH KUMAR CHOWDHURY,5.0,good food well behaved staff,3 years ago
Pavankrvs,5.0,nice place go family food service atmosphere food service atmosphere,7 months ago
Partha Kes,3.0,priced food great ambiance service,4 years ago
Kamalesh Yadav,5.0,good food service atmosphere food service atmosphere,4 months ago
iftekhar shaikh,5.0,outstanding quality food,7 months ago
Shubham Rastogi,5.0,awesome,4 months ago
Vikas Patil,4.0,good always visit food service atmosphere food service atmosphere,7 months ago
Flowrence PRASANTH,5.0,nice,5 months ago
Ashwani Stevens,4.0,good food nice place catch friend,6 years ago
Ashutosh Dubey,5.0,best experience,3 months ago
Waseem,4.0,best place italian food,7 months ago
182 Rohan Nandy,5.0,food amazing food service atmosphere food service atmosphere,9 months ago
sunil garg,4.0,great food though price higher side,6 years ago
Nischay Mall,5.0,place calcutta serf authentic italian cuisine,6 years ago
Sourav Poddar,5.0,awesome place lovely italian food,4 years ago
Ratan Postwalla,4.0,good food buzzing atmosphere efficient service,5 years ago
Dr. Alan James,5.0,amazing place visit though bit expensive worth penny,3 years ago
Shreya Marie Banerjee,5.0,excellent thin crust pizza hawaiian pizza pepperoni especially tasty,3 years ago
RUDRANEEL RAY,5.0,pizza nice crispy ambience good,4 years ago
Paritosh Shaw,4.0,costly need lot money visit place,3 years ago
Vinnay Dalmia,5.0,always best italian food,a year ago
Manjit Kumar Das,5.0,serve best italian food kolkata,2 years ago
Iron addict YBLWB,5.0,best place ever food service atmosphere food service atmosphere,4 months ago
Hirak Dasgupta,3.0,great experience went year super pepperoni pizza,7 years ago
Vineet Kedia,5.0,amazing italian food paregena pizza lit must,5 years ago
Kiran Bhalerao,4.0,nice test atmosphere food service atmosphere food service atmosphere,7 months ago
Basantika Ghosh,5.0,absolutely fantastic place taste italian dish,4 years ago
Abhishek Roy,3.0,food upto expectation compared price point food served,5 years ago
Pradeep Parik,5.0,good italian food great service,6 years ago
Suvendu Dey,4.0,one best place authentic italian cuisine,5 years ago
Hasan shareef Mohd,5.0,nice place food,7 months ago
Shazia Sabir,1.0,really wish go dt place jst bcoz thy serve cnt go,3 years ago
Fazal Ahmed,5.0,food excellent n service excellent love fire n ice,9 years ago
Prince Yadav,5.0,nice place great food drink peace everyone,5 years ago
Navendu Lad,2.0,pizza good waiter forgot antipasto,4 years ago
VIVEK CHHIBBER,3.0,fine good,a year ago
Aryan Dhanuka,5.0,oh man fungi pizza nad pesto spegetii must,6 years ago
Kalpana Singh,5.0,awsome place kolkata maidan metro near,4 years ago
Subha Gupta,2.0,please offer vegan food everything vegetarian made vegan,3 years ago
Bala raju,5.0,good super food service atmosphere food service atmosphere,7 months ago
Arvind Jhunjhunwala,1.0,overpriced stingy drinking water value money charge,5 years ago
Basant Sharma,5.0,awesome food service food service food service,7 months ago
Arka Roy Chowdhury,5.0,good food nice ambience,2 years ago
Laurige Boyer,5.0,definitely best italian restaurant town,2 years ago
Priyanka Pal,2.0,ordered pizza tasty,2 years ago
Payel Mukherjee,5.0,wish list month tried two item go,3 years ago
M C,4.0,innovative pizza idea good variety food,7 years ago
Jollies10,1.0,worst food ever price high,4 years ago
Ashish Agarwal,4.0,nice look food yummy,5 years ago
Abhishek Halder,5.0,amazing always,a year ago
Prabir Kumar Chatterjee,3.0,ideal place enrich taste bud italian test,4 years ago
shashank chauhan,5.0,great place hangout,7 months ago
shreya G.M,4.0,great place hangout,7 months ago
Stephen Lawrence,5.0,great pizza fresh salad clean environment,5 years ago
Abhishek Sinha,5.0,lovely food loved yummy pizza,4 years ago
Mouni Mounika,5.0,tasty food food service atmosphere food service atmosphere,7 months ago
Jay Ram Chaudhary,5.0,food service amazing food service atmosphere food service atmosphere,7 months ago
abhishek bose,5.0,excelent pizza pasta drink huge place,3 years ago
141 Neha Khatkar,5.0,awesome place food service atmosphere recommended dish chocolate mousse pesto bacon pizza pollo pizza pizza napolitana food service atmosphere recommended dish chocolate mousse pesto bacon pizza pollo pizza pizza napolitana,2 months ago
Abhilash Das,5.0,good food pretty expensive,6 years ago
Fazal Mirza,5.0,best quality food service atmosphere food service atmosphere,5 months ago
Pallavi Jalan,5.0,best place amazing authentic italian kolkata,5 years ago
Sanjeev Shriya,4.0,great food great vibe place go,4 years ago
Vaishali Trivedi,5.0,best pizza town little expensive side,5 years ago
Subiraj Shetty,5.0,authentic tasty pizza,2 years ago
Nanu Gelda,5.0,one best place italian food kolkata,6 years ago
SUNNYSMATION,4.0,good expensive pizza lover,2 years ago
arpita Pande,5.0,best pizza place ever try polo pizza,5 years ago
Chetan Agarwal,5.0,love place pizza omg love,9 years ago
Manish Saraf,5.0,v good,11 months ago
Kamalkumar Bhanja,5.0,excellent food reasonable price,3 years ago
Rohit Dugar,5.0,lovely food good ambience,6 years ago
Umesh Singh,5.0,everything owsm food service atmosphere food service atmosphere,5 months ago
Anindita Deb Sarkar,5.0,spread ambience service everything still remains par,4 years ago
         ,1.0,higher price great food,4 years ago
Piyali Pal,5.0,awesome best italian food kolkata,4 years ago
Ramesh Ruia,4.0,cool place beer pizza overpriced,5 years ago
Ashwani More,2.0,service poor food quality getting detroaiting,4 years ago
aditya rajmane,5.0,nice place food service atmosphere food service atmosphere,7 months ago
Sanchari Roy Chowdhury,5.0,clay oven baked pizza perfect ambience quite conversation,4 years ago
Mom Ganguly,3.0,reasonably good food expensive,5 years ago
Arijit Paul,4.0,good italian food great wine,6 years ago
Soubhik Dutta,5.0,good location bit pricey,5 years ago
arvind malakar,5.0,omg love pizza sweety also funnnn,8 years ago
Gurpreet Gill,5.0,great place authentic italian pizza,5 years ago
Sahana Maz Agarwal,5.0,thin crust pizza place best town,5 years ago
Sudarsan Mandal,5.0,good experience food service atmosphere food service atmosphere,6 months ago
Loy Lobo,5.0,great italian heart kolkata,a year ago
Chelikani Santosh Kumar,4.0,must try,7 months ago
suchanda chowdhury,5.0,best aglio olio bacon topping ever,5 years ago
A     A    ,5.0,awesome place food service atmosphere food service atmosphere,5 months ago
Ashwani Kumar,4.0,nice place visit food service atmosphere food service atmosphere,7 months ago
Minakshi Kauntia,5.0,food delicious food service atmosphere food service atmosphere,7 months ago
Vishal tiwari,1.0,place good reach family middle class,4 years ago
Hrittik,5.0,nice place visit,7 months ago
Asmita Roy,3.0,food good ac cold,5 years ago
Deepanshu chourasiya,5.0,one best,5 months ago
Akashdeep Basu,4.0,nice place hand pizza good,5 years ago
Sumant Goenka,4.0,enjoyed everytime dine,6 years ago
Kaushik Agarwal,3.0,okayish food justify hype built around,4 years ago
Babul Bhatt,5.0,great food equally good ambience,4 years ago
Sahana Maz,5.0,brilliant food service excellent,5 years ago
Aravind K,5.0,probably best pizza park street area,4 years ago
Vaibhav Sethia,5.0,time favourite italian mexican resto bar,6 years ago
Mousumi Banerjee,5.0,excellent environment food awesome,4 years ago
Harsh agarwal,5.0,one oldest place italian food,5 years ago
chandan thakur,5.0,best place eat pizza food service atmosphere food service atmosphere,7 months ago
Prince Saloon,5.0,superb place authentic italian food,4 years ago
Emma Alderuccio,2.0,expensive food okay,4 years ago
Marjit Singh,4.0,good italian food food service atmosphere food service atmosphere,7 months ago
prasun kumar basu,3.0,good restaurant tasty pizza,6 years ago
Ayan Chatterjee,5.0,great food food service atmosphere food service atmosphere,7 months ago
sayantani ghosh,5.0,loved food service atmosphere food service atmosphere,5 months ago
miraj shah,5.0,best thin crust pizza kolkata,4 years ago
Nadir Shah,5.0,one finest italian restaurant kolkata,2 years ago
Mridul Pandey,5.0,good place food service atmosphere food service atmosphere,4 months ago
Parna Basu,5.0,best italian food ever food service atmosphere food service atmosphere,a year ago
Alok Misra,5.0,second best pizza kolkata best restaurant,4 years ago
Santhosh Reddy,5.0,best place outing food service atmosphere food service atmosphere,7 months ago
Sanjay Kumar Poddar,5.0,one best italian town,6 years ago
Shirisha Reddy,5.0,excellent hotel food service atmosphere food service atmosphere,7 months ago
Neelam Yadav,5.0,wow nice one,7 months ago
Shivam Yadav,5.0,best pizza place food service atmosphere food service atmosphere,7 months ago
Ruby Tripathi,4.0,famous italian food,7 months ago
Pushan Mukherjee,5.0,one better wood fired pizza place,5 years ago
DivyaLakshmi S,5.0,nice place,2 months ago
Damanjit Chohan,3.0,excellent food priced,4 years ago
Francois Stadtmann,4.0,ceap place good food,5 years ago
Anant Saraf,4.0,best place italian food kolkata,4 years ago
Shailendra Dubey,4.0,costly good food,2 years ago
Rashmi Mohata,4.0,expensive good food,4 years ago
Nav Singhi,5.0,one best place italian food,a year ago
Ritesh P,3.0,average food great used earlier,4 years ago
Alok Raj,5.0,food service atmosphere food service atmosphere,4 months ago
Lalit Kapoor,4.0,nice italian food relaxed quiet aura,6 years ago
Bishnu Pada Das,4.0,original italian restaurant premium taste,5 years ago
Suchismita Ghosh,5.0,clean testty awesome food,5 years ago
Arora D.P. Electronics,3.0,pizza cheesy enough despite asking extra cheese,6 years ago
Jay Shah,3.0,good place pizza food service atmosphere food service atmosphere,7 months ago
Naveen Dase,3.0,good,7 months ago
abinash shankar,4.0,good unlimited pizza craving,5 years ago
Samarpita Lahiri Ghosh,5.0,good pizza every single time,4 years ago
Sunil Gandhi,4.0,good place authentic italian food,5 years ago
phani yedulapally,5.0,good ambience,7 months ago
Namita Halalyr7hyeyyryye u27ewu,5.0,loved always taste,4 years ago
Pranab Chowdhury,5.0,mah office nearby every saturday hang,4 years ago
Anirudh Kajaria,5.0,close cousin authentic italian cuisine,6 years ago
Nikita Bidve,5.0,nice,7 months ago
Nidhi Parimoo,5.0,delicious pizza food service atmosphere food service atmosphere,3 months ago
kishore das,4.0,tasty pizza awesome italian cuisine,7 years ago
Assk Gboy,5.0,overall good food service atmosphere food service atmosphere,7 months ago
sugato dutt,3.0,food good service patchy,4 years ago
KONDALA MUKESH (MUKKY),4.0,good place real italian taste,3 years ago
Mohammad Wasi,5.0,great atmosphere food service atmosphere food service atmosphere,7 months ago
SASIKUMAR SANGAPILLAI,5.0,quality ambience,7 months ago
Abhijit Ray,5.0,outstanding italian food,10 months ago
abhilash mohan,2.0,good explore,7 months ago
rajesh borkar,5.0,superb tast safe p lace,7 months ago
moin subair,5.0,variety option point light pocket though,3 years ago
Aniket Chaudhuri,4.0,pizza really good lot option,5 years ago
Toopsi Ray,3.0,pizza delicious dessert rubbish,3 years ago
Priti Nirgude,5.0,loved taste food service atmosphere food service atmosphere,7 months ago
Prateek Sancheti,5.0,great ambience great food,4 years ago
Abaneeta Chakraborty,5.0,try indian version pizza rocking,5 years ago
Sanjay Sawhney,5.0,excellent food italian expensive,7 years ago
Divyah Chandgothia,5.0,best pizza city,2 years ago
Avuku sireesha,4.0,good food service atmosphere food service atmosphere,7 months ago
Somnath Khote,5.0,best,7 months ago
ALL KIND OF STUFF,5.0,good,7 months ago
Swayam Das,4.0,amazing ambience food service atmosphere parking space somewhat difficult find parking food service atmosphere parking space somewhat difficult find parking,8 months ago
Muhammed Afsal,5.0,nice food service atmosphere food service atmosphere,7 months ago
s m,4.0,awesome food service atmosphere food service atmosphere,7 months ago
R.ARUL VEGNESH ARUL EEE,5.0,good food service atmosphere food service atmosphere,7 months ago
satishsb bubali,5.0,good food service atmosphere food service atmosphere,7 months ago
Sai Rakesh,5.0,excellent food service atmosphere food service atmosphere,7 months ago
Pradeep Kumar,4.0,good food service atmosphere food service atmosphere,7 months ago
Shubham Jain,5.0,awesome food service atmosphere food service atmosphere,7 months ago
Yog Girase,5.0,superb food service atmosphere food service atmosphere,7 months ago
Barun Agarwal,5.0,nice food cool ambience,4 years ago
Yash Kapoor,5.0,good service service,7 months ago
Suresh Kilari,5.0,nice,7 months ago
Gopal Ranjan,5.0,good,7 months ago
VIJAY DHANGAR,5.0,good,7 months ago
Jagdish Nagar,5.0,good,7 months ago
Krishna Mohan,5.0,nice,7 months ago
Shubhasis Rath,5.0,awesome,7 months ago
Kranthi Dupaki,5.0,excellent,7 months ago
Divya Chinnu,5.0,good,7 months ago
Naveed Mohammad,5.0,good,7 months ago
sumit shinde,5.0,good,7 months ago
Nur Hasan Mallick,5.0,good,7 months ago
pratap kumar,5.0,nice,7 months ago
Abhishek Sharma,1.0,expensive worthy food,5 years ago
John McMullan,4.0,good food interesting decor,5 years ago
Abhishek Das,5.0,star added possible,4 years ago
Debojit Ghosh,5.0,great italian authentic cuisine,2 years ago
sacha cohen,5.0,awesome food service atmosphere food service atmosphere,7 months ago
PRASHANT@ KCGR,5.0,excellent food creative ambiance food service atmosphere recommended dish food service atmosphere recommended dish,9 months ago
debopriyo sanyal,5.0,fantastic food particularly pizza apple pie,4 years ago
Pri tam,5.0,good place hangout family,4 years ago
Pratyaksh Kapoor,5.0,food good reasonable,5 years ago
Sanjiban Panchali,5.0,great food awsome,10 years ago
Abhash Seksaria,4.0,good food nice service,a year ago
Raj Anand,5.0,great ambiance great food,5 years ago
Am Sc,5.0,best pasta west bengal possibly india,5 years ago
Amit Sangal,3.0,nice food food service atmosphere food service atmosphere,7 months ago
Manoj Bothra,5.0,good service good food,4 years ago
Ghanshyam Kedia,5.0,ambience food good,8 years ago
Sayan Roy Sarkar,4.0,average place italian dish,4 years ago
DEVASHISH GHOSH,5.0,wonderful place chilling friend,3 years ago
Souparno Mitra,5.0,best italian food kolkata,6 years ago
Ravindra Chaubey,5.0,beautiful restaurant,5 years ago
Suchismita Sahu,5.0,love italian food available,6 years ago
Christophe Plais,5.0,absolute best pizza india,3 years ago
Pritish Shah,4.0,italian food fire ice,6 years ago
Sanjay Rout,3.0,best italian restaurant kolkata,6 years ago
Sonushree Bhargava,5.0,good food always,a year ago
Ali Khaan,5.0,suitable couple,6 years ago
Shailesh Bhatt,5.0,truly authentic must experience,5 years ago
Shreya Nath,5.0,great food ambience,4 years ago
Amit Kandhari,5.0,best authentic italian kolkata,5 years ago
raj bhargav,4.0,great place family n friend,3 years ago
Rishabh Jain,5.0,awesome food best italian,3 years ago
Tonmoy mukherjee,4.0,good place food service atmosphere recommended dish pesto bacon pizza food service atmosphere recommended dish pesto bacon pizza,6 months ago
Loki Bima,5.0,really yummy,7 months ago
Nitin Rungta,5.0,authentic pizza must visit,4 years ago
jay soni,4.0,good experience good ambience,4 years ago
Ankit Patni,5.0,best italian town since forever,2 years ago
Hemant Chandak,4.0,nice place expensive,6 years ago
Ritu Agarwal,4.0,good place friend outing,4 years ago
Azharuddin Dxi,5.0,cool place,7 months ago
Ankur Ganeriwala,5.0,pizza alcohol great option bit expensive,6 years ago
gautam chatterjee,2.0,nice good family group,4 years ago
Allan bhaju,5.0,good place italian food,4 years ago
Ajay L,3.0,food italian place much option,4 years ago
Sayantan Mukherjee,3.0,good food costly,4 years ago
Rakesh Bothra,4.0,good food good service,3 years ago
Swarna Jana,5.0,authentic italian easy going environment,5 years ago
Sujay Sardar,5.0,awesome place italian dish,6 years ago
Subir Kolay,5.0,good,a year ago
Dr. Ranjan Mukherjee,4.0,loved food pizza pasta,4 years ago
Sam D'souza,1.0,rank bad terrible,5 years ago
Dipankar Majumdar,4.0,one landmark restaurant park street area,7 years ago
madhu garg,5.0,one best pizza town,5 years ago
Sushanta Kumar Biswas,5.0,food quality good,6 years ago
Pulak Murarka,5.0,excellent authentic food,3 years ago
Archana Desai,5.0,love food ambience,6 years ago
Vivek Suraiya,4.0,excellent pizza italian food,6 years ago
Biswajoy Ghosh,4.0,great pizza bit expensive,5 years ago
Niraj Bengani,4.0,must go italian food lover,4 years ago
ankit mishra,5.0,beautiful place,7 months ago
Arpan Dutta Chowdhury,5.0,bengal pizza worth try,5 years ago
Vishal Arora,5.0,chill ambience food service atmosphere food service atmosphere,7 months ago
Subhankar Sau,5.0,recommended pizza lover,2 years ago
ria basu,5.0,super wow food ambience,3 years ago
Abhyuday Beriwala,5.0,wonderful food resturent,2 years ago
Keshav Jajodia,4.0,awesome pizza bit expensive,6 years ago
Rohit jajodia,5.0,nice place pizza pasta,a year ago
MAHENDRA MITRA,5.0,good ambiance,4 years ago
Nilesh Patodia,5.0,best pizzeria kolkata,6 years ago
Raju Tuladhar,5.0,best authentic italian,a year ago
Akshay N,4.0,nice place food service atmosphere food service atmosphere,7 months ago
Shrey Garg,5.0,best focaccia town,3 years ago
Neha Chaudhuri,5.0,awesome diner city,6 years ago
Anirudh Nandy,3.0,worth cost,a year ago
Saqib khan,5.0,excellent food service,3 years ago
Jitendra Singh,5.0,good place food service atmosphere food service atmosphere,7 months ago
rekha kv,5.0,good place food service atmosphere food service atmosphere,7 months ago
Manish Fomra,5.0,lovely place italian food,2 years ago
Manan Bhanushali,5.0,amazing veg pizza,a year ago
chhavi dhir,2.0,great place,7 months ago
Laxmi kant bhattacharya,5.0,best place food service atmosphere food service atmosphere,7 months ago
Niloy Pal,3.0,good ambiance,7 years ago
Arun Garodia,5.0,good,2 years ago
Ashutosh Pandey,5.0,great place food service atmosphere food service atmosphere,7 months ago
Star Containers (Goutam Bag),5.0,nice food,2 years ago
Abhisek Chattopadhyay,4.0,costly normal people,4 years ago
ankita goundalkar,4.0,food service brilliant,6 years ago
Shreeja Sinha,4.0,bathroom upto mark,2 years ago
Dev Gupta,5.0,give tasty food,4 years ago
Shiv Malhotra,3.0,good expensive food,4 years ago
Antony kiran soni,5.0,execellent place,7 months ago
Sulagna Ghosh,5.0,amazing place food,5 years ago
Ashish Goenka,5.0,expensive great place,2 years ago
Tanveer Khan,5.0,best place food service atmosphere food service atmosphere,7 months ago
U.M.D Entertainment,5.0,delicious food food service atmosphere food service atmosphere,7 months ago
Raja Reddy,5.0,great place,7 months ago
sasank mouli,5.0,super,7 months ago
Sujay Nag,5.0,excellent food service,3 years ago
ravi teja,4.0,good place vegetarian option couple veg tried good parking enough space friendly staff,7 months ago
tirthankar gupta,5.0,lovely food ambience,3 years ago
Sk Mohammed Ali,3.0,nice place quick bite,6 years ago
neha padiaa,4.0,awesome place,7 months ago
PRATHAM GUPTA,4.0,pizza great,2 years ago
Satyajit Sen,4.0,great food service atmosphere food service atmosphere,11 months ago
Rijesh Janardhanan,5.0,place italian food,5 years ago
Sandeep Maskara,3.0,ambience service good,5 years ago
Madhav Mohta,5.0,best pizza kolkata,5 years ago
Eituparna Modak,4.0,pollo pizza n ice tea,4 years ago
Susnata Karmakar,3.0,highly overpriced opinion,4 years ago
Pavan Kumar,5.0,nice place food service atmosphere food service atmosphere,7 months ago
Rajen Rajgarhia,4.0,excellent food service,3 years ago
Rohit Bothra,5.0,amazing food service,4 years ago
Yogesh Tiwari,4.0,interesting place,7 months ago
Barbara Kysela,5.0,best italian place town,5 years ago
rajesh kumar,5.0,food taste awesome,2 years ago
Piyush Dhanuka,5.0,great place piazza,6 years ago
Prashanth Raghavan,5.0,nice place,7 months ago
Sukhwinder Singh Ghumman,5.0,nice place,7 months ago
Vijay Bokadia,4.0,pizzeria quality,2 years ago
pratibha narayan,5.0,nice place,7 months ago
Rishi Jain,5.0,awesom experience always,a year ago
Mihir Patel,5.0,nice place service service,7 months ago
Santanu Bhattacharya,5.0,good quality food,4 years ago
sujal shaha,5.0,nice place,7 months ago
Srinath Kalbhairav,5.0,nice place,7 months ago
Aadya Saraogi,5.0,real pizza amazing place,5 years ago
shreya kajaria,3.0,nice plc,10 years ago
aditya mohnot,5.0,go,5 years ago
Shubham Bhagat,4.0,really tasty delicacy,4 years ago
arvind nevatia,4.0,bit priced,5 years ago
Divya Jain,5.0,love ambience place,4 years ago
Annabel Phelan,5.0,objectively delicious pizza,3 years ago
Kalyani Bhowmick,5.0,nice food,4 years ago
ARINDAM SARKAR,5.0,awesome pizza experience,2 years ago
Praneeth D,3.0,tasty food food service atmosphere food service atmosphere,7 months ago
Dr Shoaib Mustafa,4.0,good one,4 years ago
DND LOGAN,5.0,good,a year ago
Mohit Mohit,5.0,good food,4 years ago
Javed Raja,5.0,nice place area,2 years ago
Dhirendra Doshi,4.0,nice,5 years ago
Amol Shendre,4.0,good,3 years ago
Amit Jalan,5.0,nice,2 years ago
Dan Lander,4.0,go pizza joint kolkata,7 years ago
Mitul Das,4.0,great place good food,4 years ago
Pratap Gupta,5.0,good b,5 years ago
Partha Banerjee,4.0,bad,4 years ago
Anupam Goswami,4.0,small touch italy bengal,6 years ago
Dibs D,3.0,expensive compared quality,6 years ago
pragnesh roy,5.0,nice,6 years ago
Bharat Bhura,5.0,consistently good food,3 years ago
Mr. Vicky,3.0,bad,5 years ago
Sajid Mowjee,5.0,good food,6 years ago
susobhan mukhopadhyay,5.0,excellent food ambience,4 years ago
Santanu,4.0,good italian food,7 years ago
anshuman mohta,5.0,simply amazing,a year ago
Adnan Zavery,5.0,looking forward visit soon,5 years ago
Srimati Mukherjee,4.0,food good,a year ago
Durgesh Jaiswal,3.0,overpriced waiting time,4 years ago
Vasudha Misra,3.0,pretty decent pizza,4 years ago
Shashank Goenka,2.0,taste used,4 years ago
Ashmita Gupta,2.0,food great,4 years ago
Tapan Desai,5.0,outstanding best town,5 years ago
Asmita Kar,5.0,loveeeeee food,a year ago
SUNDEEP DOSHI,5.0,finest italian food city,5 years ago
Voruganti Rajesh,4.0,good place pizza,a year ago
Rumi Bag,5.0,nice place food,4 years ago
Vikash Agarwal,5.0,happy,5 years ago
Harsh Dugar,5.0,must visit italian lover,4 years ago
Jaya Mondal,5.0,italian pizza great ambience,4 years ago
Koirabinee Das Bhaumik,2.0,meh,a year ago
Surajit Bose,5.0,best awesome place,a year ago
swati agarwalla,5.0,,4 years ago
Mona Punwani,4.0,good place,5 years ago
BISWAJIT GHOSH,5.0,good area,4 years ago
R Bhandia,5.0,best pizza town,5 years ago
Akash Sarkar,1.0,pizza good,a year ago
Anukul Kumar,4.0,good drink pasta,5 years ago
fershid dastur,5.0,best pizza town,4 years ago
Arghya Mukherjee,5.0,proper italian cuisine,4 years ago
SUROJIT BARAL,5.0,nice experience,a year ago
Guzman Lago,3.0,quiet place,5 years ago
ankan shaw,4.0,bit costly,a year ago
alipta jena,5.0,pizza perfect,2 years ago
Vignesh A,5.0,super place food service atmosphere food service atmosphere,7 months ago
Ekagra Priyadarshi,5.0,one word fantabulous,5 years ago
Ankita Banerjee,5.0,good,a year ago
Amol Jain,5.0,best pizza town,6 years ago
Chandrika Bajla,1.0,extremely disappointing experience,4 years ago
Furhan Masood,5.0,always favourite,a year ago
Sanjib Das,5.0,lovely,5 years ago
Hemant Rathi,3.0,far bland food,2 years ago
koel sarkar,4.0,food great,4 years ago
Sattìk,5.0,nice food,5 years ago
Yavi,5.0,awesome,6 years ago
Vivek Bajoria,5.0,standard service restored,4 years ago
Amanpreet Sidhu,5.0,heartsome experience,6 years ago
Vivek Singh,1.0,tasteless food,4 years ago
Nirjhareswar Banerjee,5.0,lovely,4 years ago
Uttara Swaika,4.0,need better staff,5 years ago
Bhavin Mehta,5.0,good fresh pizza,6 years ago
Vivek Mahansaria,4.0,amazing pizza joint,5 years ago
Somak Chakraborty,5.0,awesome,2 years ago
Pritam Chowdhury,5.0,good italian,a year ago
Arnab Mukhuty,5.0,liked,4 years ago
Vikram Bhutoria,5.0,best pizza place,4 years ago
Arindam Koley,4.0,italian food,4 years ago
Alok Dwivedi,5.0,great italian pizza,2 years ago
Adrij Bose,5.0,awesome,a year ago
rohit gaharwar,5.0,italian pizza,6 years ago
Amit Kandhari,5.0,best pizza ever,5 years ago
Pradip Ghosh,5.0,good place dine,5 years ago
Shobha Khilani,3.0,average food wiality,4 years ago
JYOTIRMAYEE MISHRA,5.0,teasty,3 years ago
Yoli Barco,5.0,best italian food,5 years ago
Soumya Sengupta,5.0,authentic italian restaurant,2 years ago
Pranay Jain,5.0,awesome always,4 years ago
Birinder Singh,5.0,awesome food,5 years ago
Rangeet Das,4.0,nice ambience,4 years ago
Shreyas Palod,3.0,ok,6 years ago
Shankar Krishnan,5.0,place go pizza,a year ago
dharmesh,5.0,excellent food,5 years ago
Anshul Agarwal,3.0,nice ambience,5 years ago
Sayani Bhattacharjee,5.0,beautiful ambience,6 years ago
Dipankar Das,5.0,good,3 years ago
Arunangsho Chatterjee,4.0,good,4 years ago
Aditya Chatterjee,5.0,amazing service,5 years ago
Karan Dhupar,4.0,decent grub,5 years ago
Bhavya Sahay,5.0,awesome,5 years ago
Krish Balani,5.0,good,5 years ago
