author,rating,comment,date
Sreearjya Ghosh,5.0,"If you want to have authentic Italian food, then you are in the right place. Fire and Ice is very easy to locate. It is near Maidan Metro station. This is also one of the best place for pizza in Kolkata. This was my very first visit here and I was absolutely thrilled. From the decor to the food, everything was really good. This place is popular for its Woodfire pizza. The people there are quiet courteous. The ambience is soothing. All in all I am extremely satisfied with my experience here.",6 years ago
Arjab Basu,4.0,Very good. Been here almost a decade ago and happy to note that they have maintained their standards. The pizzas are crisp and light as ever. Please keep up the good work!,5 years ago
TheDingo Noob,5.0,*THE BEST PIZZA IN INDIA* seriously the best place to have pizza in all of india... not even kidding. La Regina and Margherita are the two best pizzas served here. Aglio Oglio is a must have... with a lot of parmesan cheese.,a year ago
Sweta Dash,3.0,The taste was bland. If you're fan of pizza then u can experiment your buds with different toppings. The ambience was good. Price was not worth the taste.,5 years ago
Nathan & Danica Reid,4.0,"Very tasty pizza with flavoured oil on the table and spices to add, clean and great ambience. But it seemed proportionately more expensive than the mother branch in Kathmandu.",5 years ago
Chetan Bahl,5.0,"Still amazing as it was 10 years ago Excellent food, nice ambience, decent service ! They should open a franchisee in Ahmedabad !!! ",a year ago
Arkaprava Mridha,5.0,"Loved it. Awesome interiors. Nice staff. The pizzas themselves are offered in a large variety, the choice of toppings is apps substantial. All in all, a good place for pizza afficionados.",4 years ago
Piyush Servaia,5.0,"The best place in Kolkata for Italian food,my  must tries list is too long to pen down, if you like Italian food, you must visit this restaurant, prices are on the higher side but the portions, quality, service, ambience etc make up for it. Must try their original Pizas. ",5 years ago
Rohit Sharma,3.0,"Heard a lot about their pizzas,tbh it wasn't that good,maybe we ordered the wrong pizza,not really sure,but the base was soggy and didn't like how pizza dripped,we ordered Pepperoni Pizza,well then as usual we went to Chai Break,Elgin(best pizzas).",2 years ago
Rewant Lokesh,4.0,"Best Italian food in Calcutta! Also, the costliest. The pasta and pizzas are the delectable. The place has  a friendly old school vibe, with open views of the bar and the brick oven kitchen. The only thing that I feel was left out was Calzones.",4 years ago
carrie mathison,5.0,"Proper Italian place in the heart of Kolkata. Pocket pinch might be a bit high but quality of food here is definitely world class. We tried the spaghetti dish flavoured with olive oil,coriander,chilli and tomatoes with bread in the side whose texture was mind-blowing too. An absolutely delicious experience!",2 years ago
pallavi pallavi,3.0,My kids and I went after a looong time to fire and ice and honestly the service is pathetic. The starter we ordered was not available and we were not asked if we want an alternative.  As we were finishing no one asked for desert or if we need anything else.  It's like they couldn't wait to get rid of us.  Better to order home delivery.,4 years ago
Debashis Patro,1.0,Did not like it. We ordered for the best pasta but what came out was not upto the mark. It was cold and the taste was very very normal. Price is not worth it. Overall one star. Cheers !!! ,7 years ago
Monica Shah,5.0,Place has the best pizza in the city! Warm ambience. Prices are a little on the higher end but more than worth it. Located adjacent to maidan metro station. A must visit. ,3 years ago
Ibrat Jahan,3.0,Fire and Ice Pizzeria serves authentic pizzas. (Told by a friend) They surely serve best thin-crust pizza's but it doesn't taste something very different or cheesey and somehow I had some expectations from this place but ended up with disappointment. I had ordered a pizza and virgin mojito. Pizza was very average in taste with a very thin layer of cheese on the top and burnt at the edges and virgin mojito was fine. Food : 3/5 Ambience : 3/5 Parking : Nightmare. I'm honest. Service : Average. Pretty slow to be precise. ,4 years ago
MADHU YADLA,5.0,Nice place to eat. Tasty food and nice ambitions... Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Sayan kar,5.0,One of the best Italian restaurants in India. Would recommend the carbonara pasta and Margherita pizza. They use premium brands to mix the cocktails.,2 years ago
Mrinmay Dutta,4.0,"The quality of food is very good. Indian, continental, Italian foods are served here. the restaurant is located at Park Street which is well connected with any part of tge city by bus, taxi or metro. the price is little high.",6 years ago
Abadhya Jhunjhunwala,5.0,"One of the best Italian restaurants in Kolkata. The Minestrone soup is very good. The antipasti platter, focaccia (with/ without cheese), Rondelle (potato crisps), are worth trying in the starters section. They have the best pesto pasta, and Arabiatta in the city according to me. If you are fond of mushrooms do try the Funghi pizza. Margarita, and Pepperoni are delicious as well. They have a lot of other varieties of pizza as well. The chocolate mousse is one of the best you can have anywhere in the world. It is super light as well. The Nutella crepe, and apple pie are tasty also. ",3 years ago
Sourav Goswami,5.0,Welcoming staff and good food  ,a year ago
K. Dasaratharaman,5.0,"Authentic and very tasty Italian food, cafe setting, ok service. Be prepared to pay about 30 % more than other places. The atmosphere in the evening is buzzy and busy.......went there for a Birthday lunch......",3 years ago
suraj yadav,5.0,Nice and awesome place and ice cream to chill out . Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Pinheiro Jacob,4.0,Real good ambience with great pizzas and accompanyments Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
raghuchandra hebbar,4.0,Great place to dine. Delicious and we enjoyed the lunch here. But service is bit late and we had to wait longer for our last order as the waiter forgot the order.,4 years ago
Kajari Bhattacharya,4.0,"Feast on great pizzas and pasta at this centrally located bistro. Drinks of all kinds on the menu. Reasonably priced. You can even get one pizza to have two different kinds as the chefs will simply make two pizza kinds on half of each. Thin crust, lovely peperoni pizzas, hawaiian pizzas are a few family favourites. Delicious mocktails are on offer as well for teetotallers. Enjoy!",5 years ago
Shailesh Minni,5.0,"Hi, Nice experience but needs good environment to  indulge in. Keep improving. Vegetarian options: Keep it up with options on menu items.pls.. Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Recommended dishes 
Pollo Pizza Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Recommended dishes 
Pollo Pizza ",9 months ago
Sheetal Banchhor,4.0,Ambience was good.I went on Sunday and people were there with family and kinds.You will get beverages with pizza which I liked.Pizza menu is wide and offers you pizza which is different from those in pizza hut or dominos.So this place can be visited for a change.Pizza tasted fine.,3 years ago
Smtrds Sm,5.0,Fun good music good ambience ...moreover they are very helpful Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Abhidipta Kaviraj,5.0,Wonderful place to hangout! Do try the desserts! Amazing!,5 years ago
Rajeshwari Dasgupta,3.0,Food is really good. Quite authentic. But for some reason they have some problem with cutlery: they don't seem to have a single spoon in the restaurant. I asked for one and got a ladle in response. Its fundamentally ridiculous.,4 years ago
Shilpi Chauhan,1.0,food was horrible . Bad experience   Food : 1/5   |   Service : 1/5   |   Atmosphere : 1/5 Food : 1/5   |   Service : 1/5   |   Atmosphere : 1/5 ,2 months ago
R Tantia,4.0,Addition of valet parking will add value Food : 5/5   |   Service : 4/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 4/5   |   Atmosphere : 5/5 ,5 months ago
pooja sonkar,4.0,"Fire and Ice used to be a top pick when we wanted to relish some Italian food,, Half N Half Pepperoni and Pollo Pizza-The pepperoni was tasty, Focaccia with melted mozzarella cheese This was soft and cheesy,, The best part is that the ambience still good after my last visit 2 years ago. ",5 years ago
gargi mandal,4.0,Overpriced for the quantity they provide. Otherwise good!!,4 years ago
Vishrut Poddar,5.0,"This is one of the few places in this city that have not only survived the decade but also remained at the top of their game throughout. Fire N Ice to most Calcuttans screams comfort food and is easily at the top of the list when looking for Italian food. Starting with the appetiser platter all the way to the mousse and nutella crepes at the end, all the food is amazing. For first timers, I would suggest starting with the Rondelle crisps and the appetiser platter, followed by their famous Penne Arrabbiata if you like spicy food or the Penne in Pesto. Amongst their pizzas you can choose any from the long list available, arguably the best pizza in town. With dessert is where you're truly spoilt for choice. Their nutella crepes are top of the list followed closely by the chocolate mousse and their apple pie. Both of course, with a scoop of delicious vanilla ice-cream. Fire N Ice is one place with which you cannot go wrong. Also, don't forget to have a couple of glasses of their delicious homemade lemon iced-tea.",3 years ago
Satyaki Sanyal,4.0,I ordered a meat lasagne on 13th Jan. It was very decent and the crust was overcooked. I felt they could have used better quality cheese.,2 years ago
Harshavardhan Agarwal,3.0,"Aw man i love this place, but on my last visit the pasta Alfredo was so average! I can sauce up a better Alfredo.",a year ago
Gaurav Gupta,5.0,Very nice Pizza place in the centre of the city. Tastiest wood burn Pizza and other Italian options. Panini is awesome too. Definitely a must visit for any Italian cuisine lover.,4 years ago
Ashwini Wani,5.0,Great spot to try out great pizza at good price Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Ashwani Jaiswal,4.0,Nice Italian food but the best part is the ambience. It will take you back to the 60's and 70's era. Experience the taste of nostalgia...,4 years ago
Aditya Chirimar (Singtom),1.0,"Would give 0 stars if I have to. Been coming here for years, and heard the weirdest line today. Me:  Can I get a pesto pasta loaded with veggies?  Steward:  No. we don t serve veggies in Pasta.  Me:  I have had the same pasta here every month for the last 8 years.  Steward:  No. that is not possible because we don t serve veggies in pasta.  ",4 years ago
Ritu Gupta,5.0,"Loved the salad , pizza is overrated.  Decor is good. Recommended for sure if one love wine nd dine",2 years ago
Gayana S G,5.0,Cocktail  and drinks are good... Excellent services Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
divya modi,2.0,"Quality has really gone down. Food use to be great here.. Recent Experience, last week was a complete disappointment...",a year ago
Debmalya Das,2.0,If u r a drinker then it is a good place...the food quality is not good at all...nd the price is too high,2 years ago
Varun Agarwal,5.0,Very great for an authentic Italian cuisine  . Lot's of options in different type of courses and totally worth it ! ,2 years ago
Dipak Pandey,5.0,Nice place to visit with one of best quality foods. Food prices are high but it fares well with quality and ambience.,2 years ago
Paramjit Gupta,5.0,Great Italian food. Ambience is good and the service is excellent.,a year ago
HAMED 777,5.0,Superb excellent work interior is the most liked part,7 months ago
Prithviraj Chowdhury,4.0,"The service is very good. The staff are courteous and helpful. The food is good, although very overpriced, in my opinion. I highly recommend the 3 cheese pizza and the bolognese.",4 years ago
Ravi Reddy (RaviTeja Reddy),5.0,"Best place to visit excellent food Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Pesto Bacon Pizza, Pollo Pizza, Pizza India

 Parking options 
Free parking lot, Paid parking lot, Free street parking, Paid street parking, Valet, Free parking garage Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Pesto Bacon Pizza, Pollo Pizza, Pizza India

 Parking options 
Free parking lot, Paid parking lot, Free street parking, Paid street parking, Valet, Free parking garage ",5 months ago
Sarbani Chatterjee,5.0,Seating arrangement is nice and spacious. This place serves authentic Italian food. It offers a peaceful ambience amidst a crowded road.,6 years ago
amatya agarwal,4.0,Beautiful pizzeria in park street area. Had Hawaiian pizza and garlic bread here which were really good. Bit pricey but quality of food is high. Service was a slight let down otherwise a good experience. ,5 years ago
Bhumi Chaudhary,4.0,"Apart from the mains, a must try dessert is their apple pie.",4 years ago
appi appu,5.0,Great experience good food Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
soumyajyoti banerjee,4.0,Might be best pizza in the town but not in the country. Gimlet was really nice. Ambience is good. Tiramasu was really nice.,2 years ago
Naresh Shahani,3.0,The food was very average and edible as per our standards in Mumbai but apparently locals call the pizzas the very best in Calcutta,2 years ago
DIBAS GHOSH,1.0,The taste of foods very worst. Not cooked properly. No fresh food. The price is also high. Ambience is quite good. But not for good place for hangout.,3 years ago
Anand Singhania,4.0,Very good food going there for over a decade.. however I find it little expensive..,a year ago
Chefiature,5.0,Loved this place absolutely!! Pasta and pizza both are good,a year ago
Kudrat Gill,5.0,My fav place for italian food in kolkata . Their garlic bread ( with cheese ) is just amazing . Highly recommend the pizzas there.  They are delicious !!! ,4 years ago
Lucky K,5.0,my children likes this very much Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
Prakash Thankachan,4.0,Mushroom pizza was a good experience,4 years ago
Shyama Ashish,5.0,Awesome food and ambience.... Polite and helpful staff too. Authentic Italian cuisine experienced first hand.,4 years ago
Mathures Paul,5.0,"Yes, it's on the costly side but the food is authentic, the pizzas outstanding and the service is great. It is a family-friendly place where the menu has enough for children.",6 years ago
Saibal Dasgupta,5.0,Good place but drinks are very expensive. Food is very tasty and serving size is big.,a year ago
SHUBHAM SINHA,5.0,"one of the awesome place to visit, will recommend everyone Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ",7 months ago
Susmita Chakrabarthy,5.0,"if you love Italian cuisine.. this is the place for you.. Wonderful food., Great ambience  and the service is exquisite.   My favorite haunt.",3 years ago
Dhruv Majumdar,3.0,"Never really saw what the great buzz about this place was. The pizza is ok, same for the rest of the food. It was probably pretty good at one time, but in 2015 it's just another option.",7 years ago
Benjamin W,4.0,This is a fancy restaurant with a pleasant atmosphere. The pizza was delicious. It would be nice if they had some imported beers instead of just domestic.,6 years ago
sapp bj,5.0,"The best Italian Bistro in Kolkata. Traditional Posh Authentic. Yes, it is a bit expensive, but, the food is of ace quality and good quantity.",5 years ago
Rittik Bhattacharjee,3.0,Service is awesome Quality of food is perfect Though I don't like the taste But yaah if you want geniune taste then visit this place ,4 years ago
Sourjo Mukherjee,4.0,"Very spacious restaurant at a premium location. Food is good, but way too pricey for the quality/service offered. Feels like they mostly bask in the glory of older days... ",6 years ago
Somil Vakharia,5.0,Awesome food and great ambiance... Wish they had more vegetarian dessert options... apple pie just doesn't cut it...,5 years ago
Arghya Neogi,4.0,"It was good. Courteous staff, nice ambience. But a bit overpriced, but you won't worry about the price if you are at park Street , right? Try the pizza / garlic bread. ",5 years ago
Chaitanya Gade,4.0,Test was delicious Awesome well decorat vibes ,7 months ago
nancy arvind,4.0,The Italian food was soo good...good taste Food : 5/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 5/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
nikhil agarwala,1.0,Have given it two attempts.  But they have failed miserably. The service is best not to be spoken about . Have got far better options in the city,a year ago
Jigme Yeshi,5.0,Wonderful pizza and lasagna. The ambience is superb. Their long island ice tea is a superb accompaniment.,2 years ago
akshay kothari,3.0,"Ambience is good, Pizza was good, but the expectation was higher. liquor collection was also not good. one time visit place",3 years ago
Attrayee Dey,4.0,Great ambience. Pure Italian cuisine. Variety of booze available. Open kitchen. Very costly.,2 years ago
Revanth A,1.0,"Pizza taste was not that great, went in with high expectations but got disappointed, quality and taste doent match the price!",a year ago
Pawan Bawri,5.0,"Great place Presto! Be it Calcutta or the North East, there can be no better place then this for a great bite ! Got the chance to meet the MD, she was very courteous & gentle. ",9 years ago
Sagnik Dawn,4.0,The place is nice and it is good for family dine. Prices are actually good and for some dishes the prices might be a little high but Quality is imperial.,4 years ago
Asoka Ghose,5.0,Love eating here! Food is excellent and so are their desserts!,a year ago
Sudip Bose,5.0,This place offers great ambience and a very good experience! Food : 5/5   |   Service : 4/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 4/5   |   Atmosphere : 5/5 ,9 months ago
Sneha Mukherjee,4.0,Awestruck experience...dim lights will make ur dinner more romantic than usual ones...staffs r very good..u can get a good bar dere also....,5 years ago
Vandana Jhawar,5.0,"Our all-time favourite Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Focaccia, Rondelle Di Potate Fritte, Pizza India, Pesto Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Recommended dishes 
Focaccia, Rondelle Di Potate Fritte, Pizza India, Pesto ",3 months ago
Rudrapratap Choudhary,5.0,"Food and all services are good ,up to the mark Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ",7 months ago
Ayan Adak,4.0,Loved this place. Awesome pizza. But I think you will get better service if you are with a beautiful woman.,6 years ago
Rijo Abraham,5.0,Food is great and drinks too. Tasty authentic Italian food they give. The ambiance music and crowd is also fantastic.,6 years ago
Sahab Hussain (Danish),5.0,"Really one of the best places to eat I've visited just as I love Kfc,Monkey bar,Nafeels",2 years ago
Aniket Mehrotra,4.0,Good atmosphere. Amazing Italian food but a little on the expensive side. The service is good and the ambience is perfect for enjoying a good meal,7 years ago
Rajat Chakraborty,4.0,This place is perfect if you are looking for authentic and the best Italian pizza pasta or lasagne. The ingredients are from Italy to avoid any compromise with the taste.,5 years ago
sourav saha,5.0,Very nice and cosy place. Their food is soo tasty and they have a large variety of drinks..,4 years ago
MD Aasim Ansari,5.0,Very Good All Services Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
Aniruddha Banerjee,4.0,"It's how pizza should be.. hot, classic hand tossed..goes great with beer. But be quick to finish as the AC would make it leather after a while.",5 years ago
Shapna Sundar,5.0,Unique tastes and yummyy Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,5 months ago
Sumeet Fatehpuria,2.0,"Their bill system is not correct.They apply service charges addition to Gst which is unethical.When asked to remove this service charges, they do remove it.Service is good but fooding not matching my taste bud n too expensive.",4 years ago
Aryaman Banerjee,2.0,Overpriced for the quality of food served. It's not 2008 anymore.,a year ago
P Kumar,5.0,Fabulous food ....nice decor ......polite and efficient staff,a year ago
Gaurav Upadhaya,3.0,"Average food but good ambience, good for cocktails too. Food a little over priced for what they have to offer.",3 years ago
Kushal Patel,3.0,One the first Italian only joints to open up in Kolkata .... They are good but can improve immensely... Try ones to judge for yourself,5 years ago
Sanjay Laddha,4.0,"The pizzas are out of the world,though have a higher pricing.Nice ambience,good service.Location is great,steps away from Maidan Metro station gate.",7 years ago
Jay Poddar,4.0,"Great pizza and other dishes, though a tad expansive, watch out the prices. Average cost for two will be approx. 2000-2500",5 years ago
shilpi tamby,4.0,Pizza was awesome n service is good but if  u oder to pack the pizza there is one problem no carry beg ..,2 years ago
Valentin CARVALHINHO ISENTO,3.0,"Good concept. However, far too expensive, especially for salads and their quantities. Also, they include a service tax without warning you. ",5 years ago
Mamatha Rohit,4.0,Good place to hangout and  attractive ambience...,7 months ago
PaViThRaMuRuGaN,5.0,Good to spend time with friends nice ambience Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Kartiki Mahesheka,5.0,The food was beautiful and it was served in a lovely manner. The staff were very good and cooperative   ,4 years ago
Sayantan Debnath,1.0,"Worst thing I've eaten... Ordered the best seller mozzarella pizza, which is like nothing but bread with high as hell price... The delivery guy was late and delivered a totally cold pizza Never having another thing from you guys ",5 years ago
Chaya Mc,4.0,Budget friendly with good taste,7 months ago
Chandan Ray,5.0,Lemon sugar crepes...must have,5 months ago
KATEKAR DAYANAND,5.0,Good food & enjoyed a lot this place,7 months ago
Soumojit Basu,5.0,"I've been going to this place for close to a decade and the quality is unquestionably the best in Calcutta. If you like pizza, this is your place",4 years ago
Prajyoth hoysala tv,5.0,Beautiful specicious and vary well maintained,7 months ago
joseph antony,4.0,good taste and better quality food.,7 months ago
Payal Mehta,5.0,"The best pizzas in Kolkata.great ambience, courteous staff,and mouthwatering food.specially the potato fritte,pizzas and pasta.the deserts are also good.",5 years ago
Jayeeta Lodh,4.0,Good food. Love the pollo pizza. But the wait is little long.,2 years ago
Harsh Sachdev,5.0,Outstanding pizzas ! Very good service ! Only they need to tie up with some delivery chain for home delivery,4 years ago
Kr. Raushan,5.0,Nice place.. Awesome food Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 Food : 4/5   |   Service : 4/5   |   Atmosphere : 4/5 ,7 months ago
Priyanka Bose,5.0,Amazing pizzas for sure! Good decor and ambience. Expensive fancy and posh place,4 years ago
Sucharita Biswas,5.0,"Food quality is good, ambience is great but really expensive",2 years ago
Nitesh Shaw,4.0,The best pizza i had till date in kolkata booze at reasonable prices or i say cheaper considering the location and ambience it offers...,4 years ago
Shreedhar Nayik,5.0,Lovely place for snacks and to enjoy with friends,7 months ago
Aarti Hirjee,5.0,"Great service. Large helpings. Tasty food, especially the Zuppa soup ",2 years ago
Abhilasha Kumbhar,5.0,Nice place with modern dining rooms Food : 5/5   |   Service : 5/5   |   Atmosphere : 4/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 4/5 ,7 months ago
Vidya Naik,2.0,"Ambience is decent, but the pizzas have very few toppings and pasta is undercooked. Low quality food.",4 years ago
Manjunath c,5.0,Nice food and ambiance! ! Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Asanka Saha,5.0,Please try the thin crust pizzas they are amazing   Veg or non veg these are worth it.,2 years ago
Shubham battoo,3.0,"Food is not that great, ordered a chicken pizza, they serve thin base. Interiors are good. Serve alcohol.",4 years ago
sohan singh Sandhu,5.0,Excellent place Lovely food Excellent customer service Staff behaviour was excellent ,a year ago
Anshumaan Bagaria,4.0,Amazing food.. Good dining. Always. Maintain the same level since last decade.,4 years ago
Shahabaze Shaikh,5.0,Quality and ambiance is very good,7 months ago
Sagnik Basak,5.0,"Good beer, better food. Would visit again soon. ",a year ago
Cliff Spencer,5.0,Really enjoyed the food. Service was excellent too. Nice decor.,4 years ago
Zakir Ameen,5.0,Great taste and yummy pizza,7 months ago
Swapnil Mishra,5.0,Very nice food Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,2 months ago
Kirti S,3.0,"Great food, amazing cheesy pizzas. We had a gr8 time there.",4 years ago
Milind Saraf,4.0,"Good food & ambience.. had a pleasant time with friends, giggling. Highly recommended  ",5 years ago
Deepak Raj,4.0,Nice and Cozy place to hangout with Friends.,7 years ago
Bikki Mahato,4.0,The food quality is good and the pizzas are nice. There is usual queue and it has a good atmosphere.,7 years ago
varun gupta,5.0,Nice ambience and good food..i did not find staff very couteous though,5 years ago
Prateek Bothra,5.0,Very nice staff and services . Amazing place to have pizza.,2 years ago
Richard Walker,3.0,"Had a good pizza, nothing to write home about and very expensive. ~400+ rupees for a pizza. Clean and decent service.",12 years ago
Ragini Ghosh,5.0,One of my favourite restaurants in the city. All  ,a year ago
Khurshed M,4.0,"The pepperoni pizza was disappointing as they put very little pepperoni, instead my frds vegetarian pizza was nice. Decent place :)",4 years ago
Gaurav Shinde,4.0,It's an amazing place to visit,7 months ago
rachit kasera,5.0,Great food and ambience. Sundried Tomato pizza always.,2 years ago
Sourodipta Guha,3.0,Not like the coffee they serve.. It's personal opinion ,a year ago
NIRMAL KHETAN,4.0,"Good location. Above average food, not exceptional. Pricey.",4 years ago
Staffan Tolvgård,4.0,"Enjoyed this place. The Capricciosa had potential, but the tomato sauce needed salt and flavor",6 years ago
Biswajit Saha,4.0,Great ful Hotel for a best Family Food : 3/5   |   Service : 3/5   |   Atmosphere : 4/5 Food : 3/5   |   Service : 3/5   |   Atmosphere : 4/5 ,8 months ago
sudha kerketta,5.0,Awesome  ,3 months ago
Pritam Sadhukhan,5.0,"Its a good place to have authentic Italian pizza in kolkata, but the food is a bit costly.",7 years ago
selvam G,5.0,Fire and ice Pizzeria it's best place for summer,7 months ago
Dhanraj Mathri,5.0,Good Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 days ago
Samrat Putatunda,5.0,Fabulous place.. authentic Italian Cuisine..at it's best,4 years ago
Pranav Arora,5.0,The best pizza you will get in Kolkata... Though it's expensive it is worth it!!!,2 years ago
Tanmay Khandelwal,5.0,Pizzas are awesome.. Very lively.. Must make reservations otherwise long waiting especially on weekends,7 years ago
1990 walsh,5.0,Pineapple and pepperoni pizza!!! Absolutely mouth watering good! Haven't tried out much from the menu as this pizza is unreal!,6 years ago
ADITI SINGH,4.0,A pizza place in part street just in front of the metro station. Serves good pizza. Service is a bit slow.,4 years ago
Namagiri Lakshmi G,5.0,The food was amazing Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,3 months ago
Sneha Mukherjee,4.0,Good ambience .......opera was good to hear......mocktails specifically fire and ice delight is really great......,5 years ago
Sangita Shaw,5.0,Best pizza in the city Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
Rishikesh Pandit,5.0,Pizzas must be made in fire ovens and then your location rocks. Hope you understand.,2 years ago
Greg Herzberg,5.0,The best pizza I've had in ages! Quick and friendly service too,4 years ago
Soma Gupta,5.0,Very good service. Pizza and pasta were superb,4 years ago
Reena Aney,5.0,Too good experience Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,4 months ago
Sramana Dutta,5.0,Excellent food and ambience. A great place to hangout with friends and family.,5 years ago
Willem Van Rossum,5.0,"Nice and cosy place, very well decorated, we enjoyed our meal.",4 years ago
Madhurima Dutta,5.0,too good   Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,10 months ago
B India,5.0,"Super delicious food, very good service and very humble staff",4 years ago
abdul arif Azad,5.0,Good & delicious pizza Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,5 months ago
Abinay Gutta,5.0,"Superb food , mostly the pizza only thing which could be much more appreciable is a vallet parking as the parking spots to find is difficult",6 years ago
Ashwini Shankar,5.0,Really good place Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,2 months ago
Damodar Alfageme,3.0,Food is quite authentic and priced fairly for kolkata .,a year ago
Nitesh Rathi,4.0,Nice place nice food,2 years ago
Niladri Sarkar,5.0,Food and ambience was excellent particularly the frames of hollywood artists.,a year ago
Anurag Chatterjee,5.0,Great place   Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,10 months ago
Ram Natarajan,5.0,Amazing Italian food with a good variety of drinks. The staff is also very friendly and prompt!,6 years ago
Rajarshi Ghosh,5.0,Pizza was well made. Tasted good with the additional flavourings and olive oil.,6 years ago
Sundeep Saraf,5.0,Food is always excellent By far the best in kolkata ,a year ago
Keshav Kedia,3.0,"Quality of food is inconsistent,was my favorite pizzeria but newer places like cafe mezzuna serve better food at half prices.",6 years ago
pankaj kushwaha,5.0,Awesome taste and Best services Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
SUSHANT INDALKAR,5.0,Very good place for Foodies. Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 Food : 5/5   |   Service : 5/5   |   Atmosphere : 5/5 ,7 months ago
Saleem Shaik,3.0,Very Good place to Hang out,7 months ago
Soumik Ghosh,1.0,"Rude behaviour from the staff, specially the entry desk. Too big to fail ?",a year ago
J.J.R. India,5.0,Excellent food. Professional staff. Real European taste,5 years ago
A No Grainer,4.0,Pleasant food and ambience. Quite expensive but worth it if you're looking for somewhere classy to splurge.,7 years ago
Ganesh Patil,5.0,"Nice place to visit, must go..",7 months ago
Divya Naidu,2.0,Great pizzas and cocktail!,7 months ago
Saurabh Beriwala,5.0,"expensive, but great authentic lovely italian cuisine. awesome atmosphere & ambiance.",12 years ago
